day_of_week,hour,active_orders,occupied_tables,estimated_occupancy,kitchen_load,bar_load,avg_preparation_time,orders_last_30_min,order_age_minutes,item_count,traffic_level,recommended_waiters,recommended_kitchen_staff,recommended_bar_staff,delay_risk
6,19,3,2,28,4,2,21,0,23,2,SCAZUT,1,1,1,SCAZUT
2,10,8,6,44,12,4,12,12,34,4,MEDIU,3,3,1,RIDICAT
6,21,2,2,15,1,1,24,2,9,8,SCAZUT,1,1,1,SCAZUT
5,14,3,0,10,3,3,30,0,30,2,SCAZUT,1,1,1,MEDIU
1,9,0,1,7,0,0,20,1,27,6,SCAZUT,1,1,1,MEDIU
1,20,8,5,37,12,8,26,10,38,2,MEDIU,3,3,2,RIDICAT
5,9,2,3,18,2,2,17,5,30,3,SCAZUT,1,1,1,SCAZUT
5,13,1,0,23,1,0,20,4,20,8,SCAZUT,1,1,1,SCAZUT
1,16,1,2,20,0,0,24,2,37,7,SCAZUT,1,1,1,MEDIU
2,18,13,8,74,19,12,14,12,27,5,RIDICAT,5,4,3,RIDICAT
4,18,2,2,10,2,1,15,0,10,5,SCAZUT,1,1,1,SCAZUT
2,11,8,5,39,7,8,13,6,1,1,MEDIU,3,2,2,MEDIU
4,14,3,0,16,3,3,21,1,28,3,SCAZUT,1,1,1,SCAZUT
6,22,0,0,19,0,0,12,3,17,2,SCAZUT,1,1,1,SCAZUT
2,10,8,3,50,10,4,28,7,32,2,MEDIU,3,3,1,RIDICAT
5,18,3,0,27,3,3,29,4,40,1,SCAZUT,1,1,1,MEDIU
5,8,1,3,12,0,0,23,5,11,8,SCAZUT,1,1,1,SCAZUT
2,12,8,3,63,6,3,25,8,39,4,MEDIU,3,2,1,RIDICAT
5,13,3,2,24,4,1,19,3,30,3,SCAZUT,1,1,1,SCAZUT
2,15,8,6,61,10,6,17,11,6,4,MEDIU,3,3,1,MEDIU
0,17,6,5,45,5,4,18,11,7,6,MEDIU,2,2,1,MEDIU
5,20,3,3,24,4,1,16,3,32,4,SCAZUT,1,1,1,SCAZUT
6,21,2,2,26,2,2,21,2,25,5,SCAZUT,1,1,1,SCAZUT
0,16,8,4,51,8,5,26,5,10,4,MEDIU,3,2,1,MEDIU
6,11,1,0,28,1,0,30,0,21,6,SCAZUT,1,1,1,MEDIU
6,10,1,2,22,1,1,20,1,14,5,SCAZUT,1,1,1,SCAZUT
6,13,2,3,11,2,2,9,4,1,2,SCAZUT,1,1,1,SCAZUT
4,20,3,4,48,2,2,30,9,15,1,MEDIU,2,2,1,SCAZUT
2,11,14,8,82,12,6,30,25,26,1,RIDICAT,5,4,2,RIDICAT
0,12,8,7,55,12,8,18,8,27,1,MEDIU,3,3,2,RIDICAT
2,16,4,3,46,4,2,10,14,14,7,MEDIU,2,2,1,SCAZUT
4,16,2,1,17,3,1,19,0,34,2,SCAZUT,1,1,1,SCAZUT
3,15,3,1,19,3,1,17,2,21,3,SCAZUT,1,1,1,SCAZUT
6,10,1,1,20,1,0,27,4,30,4,SCAZUT,1,1,1,MEDIU
0,23,3,2,28,4,1,30,2,36,7,SCAZUT,1,1,1,MEDIU
6,8,1,3,22,1,0,18,3,29,8,SCAZUT,1,1,1,MEDIU
4,10,3,0,17,4,1,11,1,10,4,SCAZUT,1,1,1,SCAZUT
3,11,6,6,40,7,5,25,13,26,7,MEDIU,2,2,1,RIDICAT
0,17,3,2,28,3,1,19,5,36,3,SCAZUT,1,1,1,SCAZUT
1,17,2,2,20,1,1,12,3,10,8,SCAZUT,1,1,1,SCAZUT
0,18,4,4,60,6,1,30,6,12,4,MEDIU,2,2,1,MEDIU
5,11,5,3,33,6,2,19,14,40,4,MEDIU,2,2,1,MEDIU
2,8,2,2,18,2,1,20,4,16,4,SCAZUT,1,1,1,SCAZUT
0,12,8,4,47,8,3,24,7,37,7,MEDIU,3,2,1,RIDICAT
2,16,4,4,30,6,1,27,8,9,3,MEDIU,2,2,1,MEDIU
1,23,2,0,6,2,1,29,1,30,6,SCAZUT,1,1,1,MEDIU
2,11,7,6,54,10,4,24,11,20,2,MEDIU,2,3,1,MEDIU
4,14,8,5,39,10,6,16,11,7,7,MEDIU,3,3,1,MEDIU
5,19,0,2,19,0,0,27,5,35,4,SCAZUT,1,1,1,MEDIU
3,19,8,3,42,8,4,26,12,19,6,MEDIU,3,2,1,RIDICAT
0,19,7,3,47,9,6,20,5,2,5,MEDIU,2,2,1,SCAZUT
2,9,3,3,20,3,3,25,1,6,1,SCAZUT,1,1,1,SCAZUT
2,8,1,1,7,1,0,22,3,40,1,SCAZUT,1,1,1,SCAZUT
2,11,11,12,66,17,11,18,17,10,6,RIDICAT,5,4,3,RIDICAT
4,8,3,0,7,4,2,16,1,5,3,SCAZUT,1,1,1,SCAZUT
3,9,1,3,10,1,1,8,5,19,5,SCAZUT,1,1,1,SCAZUT
4,19,2,3,23,1,2,10,5,7,2,SCAZUT,1,1,1,SCAZUT
1,10,2,0,29,3,1,19,1,29,2,SCAZUT,1,1,1,SCAZUT
5,15,1,1,14,1,0,16,0,8,6,SCAZUT,1,1,1,SCAZUT
3,15,5,4,41,5,3,10,9,31,6,MEDIU,2,2,1,MEDIU
4,19,8,7,58,6,8,20,7,9,4,MEDIU,3,2,2,MEDIU
5,21,2,1,15,3,1,16,5,5,4,SCAZUT,1,1,1,SCAZUT
2,14,12,7,72,16,6,12,20,29,6,RIDICAT,4,4,2,RIDICAT
2,20,5,8,36,7,2,21,10,30,6,MEDIU,3,2,1,MEDIU
2,11,5,5,40,6,5,22,12,39,8,MEDIU,2,2,1,MEDIU
4,21,6,4,46,8,4,20,10,19,1,MEDIU,2,2,1,MEDIU
1,11,6,5,55,4,4,17,14,38,4,MEDIU,2,2,1,MEDIU
4,12,8,5,33,8,8,19,6,29,7,MEDIU,3,2,2,RIDICAT
1,22,1,1,10,1,0,14,2,27,2,SCAZUT,1,1,1,SCAZUT
5,15,2,0,20,2,1,29,1,25,4,SCAZUT,1,1,1,MEDIU
3,20,11,7,89,11,12,20,14,20,5,RIDICAT,4,4,3,RIDICAT
6,21,0,2,20,0,0,15,5,38,3,SCAZUT,1,1,1,SCAZUT
6,15,2,2,21,2,2,10,0,14,3,SCAZUT,1,1,1,SCAZUT
3,14,4,5,57,4,3,21,6,9,5,MEDIU,2,2,1,SCAZUT
2,20,8,9,91,7,7,11,14,29,2,RIDICAT,5,3,2,MEDIU
2,11,8,8,85,10,5,22,14,0,8,RIDICAT,5,4,2,MEDIU
5,20,0,2,18,0,0,22,2,32,6,SCAZUT,1,1,1,MEDIU
6,23,2,0,30,3,1,20,1,5,3,SCAZUT,1,1,1,SCAZUT
0,18,4,7,59,3,2,11,11,31,8,MEDIU,2,2,1,MEDIU
2,9,2,3,15,2,2,25,5,17,3,SCAZUT,1,1,1,SCAZUT
2,19,8,10,85,10,7,19,16,2,7,RIDICAT,5,4,2,MEDIU
1,13,7,3,38,9,5,16,7,22,8,MEDIU,2,2,1,MEDIU
5,15,0,0,15,0,0,28,2,6,7,SCAZUT,1,1,1,SCAZUT
4,10,2,3,17,1,1,28,0,5,7,SCAZUT,1,1,1,SCAZUT
0,14,5,7,62,7,2,9,13,23,8,MEDIU,2,2,1,MEDIU
1,21,8,8,41,10,3,20,9,11,5,MEDIU,4,3,1,MEDIU
2,8,4,3,56,4,3,28,7,20,2,MEDIU,2,2,1,MEDIU
1,15,2,1,7,2,1,22,4,37,7,SCAZUT,1,1,1,MEDIU
5,18,3,0,15,3,3,12,2,29,8,SCAZUT,1,1,1,MEDIU
1,13,5,6,32,8,4,25,14,22,2,MEDIU,2,2,1,MEDIU
1,19,5,5,58,4,4,13,12,39,6,MEDIU,2,2,1,MEDIU
4,21,3,5,65,5,2,25,12,8,7,MEDIU,2,2,1,MEDIU
4,11,3,1,11,3,1,13,0,25,7,SCAZUT,1,1,1,MEDIU
2,14,12,9,88,10,13,28,22,40,6,RIDICAT,5,4,3,RIDICAT
4,20,3,3,29,3,3,13,3,11,7,SCAZUT,1,1,1,SCAZUT
2,8,3,1,26,3,2,21,0,26,4,SCAZUT,1,1,1,SCAZUT
5,8,1,0,24,1,1,18,4,39,4,SCAZUT,1,1,1,SCAZUT
1,23,2,0,28,3,1,25,4,32,4,SCAZUT,1,1,1,MEDIU
6,13,5,8,45,6,4,14,7,20,3,MEDIU,3,2,1,MEDIU
2,10,1,3,19,1,0,15,1,11,8,SCAZUT,1,1,1,SCAZUT
4,11,4,4,59,3,1,29,6,26,8,MEDIU,2,2,1,MEDIU
6,20,3,2,27,2,3,28,4,34,1,SCAZUT,1,1,1,MEDIU
3,23,2,3,28,2,1,24,0,40,8,SCAZUT,1,1,1,MEDIU
3,11,4,5,37,4,3,12,7,15,8,MEDIU,2,2,1,MEDIU
1,16,2,0,19,2,1,16,5,21,5,SCAZUT,1,1,1,SCAZUT
5,22,3,2,23,4,3,12,2,33,5,SCAZUT,1,1,1,SCAZUT
0,15,2,2,14,1,1,23,5,28,5,SCAZUT,1,1,1,SCAZUT
1,12,7,5,54,9,2,14,9,37,5,MEDIU,2,2,1,MEDIU
1,8,2,3,20,3,2,28,4,9,6,SCAZUT,1,1,1,SCAZUT
4,19,6,8,40,7,4,20,13,0,2,MEDIU,3,2,1,SCAZUT
2,15,4,4,39,5,3,11,9,12,6,MEDIU,2,2,1,MEDIU
3,22,1,1,16,0,0,18,5,32,2,SCAZUT,1,1,1,SCAZUT
2,10,3,1,12,4,1,28,2,15,4,SCAZUT,1,1,1,SCAZUT
5,22,0,2,22,0,0,10,2,8,5,SCAZUT,1,1,1,SCAZUT
0,14,4,7,60,3,4,9,12,20,2,MEDIU,2,2,1,SCAZUT
1,23,3,0,20,2,2,27,1,31,5,SCAZUT,1,1,1,MEDIU
4,8,0,3,29,0,0,27,5,29,1,SCAZUT,1,1,1,MEDIU
2,21,6,8,41,7,4,28,10,19,5,MEDIU,3,2,1,MEDIU
6,15,2,2,25,1,2,13,3,31,1,SCAZUT,1,1,1,SCAZUT
2,23,4,4,34,5,1,22,11,21,3,MEDIU,2,2,1,MEDIU
1,11,4,5,62,4,3,11,9,19,4,MEDIU,2,2,1,SCAZUT
4,12,4,4,55,6,3,13,7,20,8,MEDIU,2,2,1,MEDIU
5,21,1,2,20,1,0,19,2,20,8,SCAZUT,1,1,1,SCAZUT
2,21,14,7,90,23,9,12,12,29,5,RIDICAT,4,4,3,RIDICAT
0,14,8,8,46,12,3,21,9,24,6,MEDIU,4,3,1,RIDICAT
4,14,7,7,58,6,4,18,9,30,8,MEDIU,2,2,1,MEDIU
0,20,4,5,54,3,3,16,5,34,6,MEDIU,2,2,1,MEDIU
3,17,3,1,28,3,3,21,0,9,3,SCAZUT,1,1,1,SCAZUT
4,17,0,3,12,0,0,16,2,35,5,SCAZUT,1,1,1,SCAZUT
5,8,0,2,16,0,0,18,3,29,4,SCAZUT,1,1,1,SCAZUT
3,19,4,8,46,5,4,12,9,7,7,MEDIU,3,2,1,MEDIU
3,20,8,11,68,9,6,9,20,32,6,RIDICAT,5,3,2,RIDICAT
6,23,2,0,28,2,2,11,0,34,3,SCAZUT,1,1,1,SCAZUT
6,10,1,0,29,1,0,22,5,9,6,SCAZUT,1,1,1,SCAZUT
0,13,6,7,57,6,3,27,5,24,1,MEDIU,2,2,1,MEDIU
0,15,3,1,13,3,3,25,1,29,4,SCAZUT,1,1,1,MEDIU
6,19,1,1,11,0,0,27,2,2,3,SCAZUT,1,1,1,SCAZUT
4,19,2,2,12,1,1,21,5,17,4,SCAZUT,1,1,1,SCAZUT
1,19,1,3,8,0,1,14,3,24,1,SCAZUT,1,1,1,SCAZUT
3,22,4,4,54,6,1,13,14,32,2,MEDIU,2,2,1,MEDIU
1,14,6,8,52,7,3,10,10,32,6,MEDIU,3,2,1,MEDIU
3,16,3,0,5,4,2,11,3,22,6,SCAZUT,1,1,1,SCAZUT
2,10,8,5,44,11,8,23,6,1,5,MEDIU,3,3,2,MEDIU
5,18,1,1,10,0,0,12,4,30,1,SCAZUT,1,1,1,SCAZUT
0,14,5,7,56,5,2,24,7,9,3,MEDIU,2,2,1,SCAZUT
2,11,3,6,43,3,2,16,9,39,6,MEDIU,2,2,1,MEDIU
0,8,0,3,6,0,0,9,5,34,7,SCAZUT,1,1,1,MEDIU
6,13,0,0,16,0,0,11,1,30,8,SCAZUT,1,1,1,MEDIU
3,22,7,8,30,8,7,16,9,8,6,MEDIU,3,2,1,MEDIU
5,19,3,3,28,2,1,12,4,9,4,SCAZUT,1,1,1,SCAZUT
5,10,3,2,24,3,1,29,0,19,6,SCAZUT,1,1,1,MEDIU
5,22,1,2,18,1,0,9,2,24,1,SCAZUT,1,1,1,SCAZUT
6,14,0,1,25,0,0,20,0,20,1,SCAZUT,1,1,1,SCAZUT
4,23,2,1,25,2,2,22,4,39,5,SCAZUT,1,1,1,SCAZUT
4,22,2,2,15,2,2,23,1,35,8,SCAZUT,1,1,1,MEDIU
5,11,2,0,30,2,0,25,2,8,2,SCAZUT,1,1,1,SCAZUT
1,22,0,2,9,0,0,10,2,32,3,SCAZUT,1,1,1,SCAZUT
3,14,8,4,31,11,5,27,8,9,1,MEDIU,3,3,1,MEDIU
6,19,1,2,10,1,0,27,0,14,3,SCAZUT,1,1,1,SCAZUT
4,21,2,0,17,2,1,21,2,30,8,SCAZUT,1,1,1,MEDIU
2,12,8,7,81,10,5,27,23,38,2,RIDICAT,4,4,2,RIDICAT
0,21,4,6,40,4,2,21,8,25,4,MEDIU,2,2,1,MEDIU
1,19,1,2,9,0,0,29,3,9,4,SCAZUT,1,1,1,SCAZUT
3,12,13,7,72,14,6,28,20,38,8,RIDICAT,4,4,2,RIDICAT
1,22,0,3,9,0,0,18,0,17,1,SCAZUT,1,1,1,SCAZUT
3,16,3,3,23,4,2,23,1,18,4,SCAZUT,1,1,1,SCAZUT
4,11,2,1,26,3,2,21,3,3,2,SCAZUT,1,1,1,SCAZUT
6,16,2,2,18,3,2,10,5,0,2,SCAZUT,1,1,1,SCAZUT
5,23,3,1,23,4,1,30,3,31,7,SCAZUT,1,1,1,MEDIU
4,20,0,0,23,0,0,19,0,37,7,SCAZUT,1,1,1,MEDIU
6,20,2,3,19,3,0,20,4,40,7,SCAZUT,1,1,1,MEDIU
5,8,1,0,25,0,1,8,2,29,5,SCAZUT,1,1,1,SCAZUT
2,19,4,5,58,4,3,28,5,16,3,MEDIU,2,2,1,MEDIU
1,18,5,4,61,5,4,15,6,20,5,MEDIU,2,2,1,MEDIU
0,10,5,7,61,7,2,30,7,31,6,MEDIU,2,2,1,RIDICAT
2,22,4,4,50,3,3,24,5,35,5,MEDIU,2,2,1,MEDIU
6,13,7,8,34,6,6,29,8,25,5,MEDIU,3,2,1,MEDIU
1,18,6,4,54,9,5,17,6,39,2,MEDIU,2,2,1,MEDIU
2,15,3,4,65,4,1,23,7,14,4,MEDIU,2,2,1,SCAZUT
1,15,8,4,39,8,9,27,5,30,8,MEDIU,3,2,2,RIDICAT
3,14,10,11,90,13,11,20,22,16,6,RIDICAT,5,4,3,RIDICAT
6,16,2,2,12,2,0,30,2,8,6,SCAZUT,1,1,1,SCAZUT
6,15,0,3,22,0,0,15,2,22,4,SCAZUT,1,1,1,SCAZUT
3,16,3,3,20,3,3,13,4,1,8,SCAZUT,1,1,1,SCAZUT
4,9,3,1,7,3,3,16,5,36,5,SCAZUT,1,1,1,SCAZUT
5,8,3,1,17,4,1,30,1,19,6,SCAZUT,1,1,1,MEDIU
1,21,7,8,50,11,3,19,5,37,2,MEDIU,3,3,1,MEDIU
6,10,3,1,28,3,2,13,1,11,1,SCAZUT,1,1,1,SCAZUT
5,23,2,0,8,2,2,20,3,26,7,SCAZUT,1,1,1,MEDIU
5,23,2,1,8,2,1,16,2,31,2,SCAZUT,1,1,1,SCAZUT
1,16,4,4,52,4,4,24,6,16,1,MEDIU,2,2,1,SCAZUT
4,9,2,0,10,3,1,8,0,20,7,SCAZUT,1,1,1,SCAZUT
2,8,0,1,11,0,0,14,5,22,2,SCAZUT,1,1,1,SCAZUT
6,12,1,3,27,1,1,22,1,1,1,SCAZUT,1,1,1,SCAZUT
4,11,5,3,52,6,2,11,7,31,4,MEDIU,2,2,1,MEDIU
4,12,6,8,65,9,6,29,11,35,2,MEDIU,3,2,1,MEDIU
2,15,4,4,61,6,1,9,8,30,2,MEDIU,2,2,1,MEDIU
6,10,3,1,14,2,3,17,2,40,7,SCAZUT,1,1,1,MEDIU
3,21,9,10,66,8,7,27,19,24,5,RIDICAT,5,3,2,MEDIU
3,17,0,1,7,0,0,26,2,34,3,SCAZUT,1,1,1,MEDIU
5,18,0,0,14,0,0,9,3,27,3,SCAZUT,1,1,1,SCAZUT
4,19,1,0,19,1,0,10,1,13,8,SCAZUT,1,1,1,SCAZUT
1,8,3,1,27,4,1,15,0,21,3,SCAZUT,1,1,1,SCAZUT
3,15,6,3,39,8,5,16,7,27,5,MEDIU,2,2,1,MEDIU
1,16,8,3,56,9,8,14,11,31,5,MEDIU,3,2,2,RIDICAT
4,8,0,3,9,0,0,11,5,7,3,SCAZUT,1,1,1,SCAZUT
6,23,1,2,10,1,0,30,5,25,5,SCAZUT,1,1,1,MEDIU
4,17,2,0,29,2,2,14,0,5,8,SCAZUT,1,1,1,SCAZUT
1,12,6,6,36,6,6,13,6,5,2,MEDIU,2,2,1,SCAZUT
1,21,6,8,39,8,2,24,12,12,4,MEDIU,3,2,1,SCAZUT
5,18,0,1,15,0,0,14,2,3,7,SCAZUT,1,1,1,SCAZUT
3,12,9,8,76,8,8,22,22,1,8,RIDICAT,5,3,3,MEDIU
0,15,1,1,22,0,0,21,2,33,1,SCAZUT,1,1,1,SCAZUT
4,13,5,3,39,7,2,8,6,36,1,MEDIU,2,2,1,MEDIU
6,20,1,0,23,0,0,23,4,36,7,SCAZUT,1,1,1,MEDIU
2,20,11,12,96,11,13,28,21,29,8,RIDICAT,5,4,3,RIDICAT
1,22,1,1,14,1,1,20,5,16,3,SCAZUT,1,1,1,SCAZUT
2,8,5,4,32,5,5,15,12,25,3,MEDIU,2,2,1,MEDIU
6,19,3,3,18,4,2,20,3,29,6,SCAZUT,1,1,1,MEDIU
2,18,10,12,98,10,9,26,15,12,6,RIDICAT,5,4,3,RIDICAT
3,21,8,5,43,7,3,28,11,28,5,MEDIU,3,2,1,RIDICAT
6,21,1,1,15,1,0,24,4,27,3,SCAZUT,1,1,1,SCAZUT
3,8,3,1,13,4,3,28,5,25,4,SCAZUT,1,1,1,MEDIU
1,21,6,4,38,6,6,27,12,33,1,MEDIU,2,2,1,MEDIU
5,11,0,0,5,0,0,19,0,12,3,SCAZUT,1,1,1,SCAZUT
1,17,2,2,23,2,1,17,3,19,2,SCAZUT,1,1,1,SCAZUT
6,13,1,3,8,1,0,25,4,35,8,SCAZUT,1,1,1,MEDIU
5,16,0,1,19,0,0,20,0,30,7,SCAZUT,1,1,1,MEDIU
3,13,7,8,53,9,3,8,12,31,6,MEDIU,3,2,1,MEDIU
2,10,3,4,38,3,2,12,14,7,4,MEDIU,2,2,1,SCAZUT
5,18,0,2,24,0,0,21,3,10,6,SCAZUT,1,1,1,SCAZUT
6,16,2,0,20,3,0,15,2,19,5,SCAZUT,1,1,1,SCAZUT
3,21,3,5,59,3,1,27,6,0,1,MEDIU,2,2,1,SCAZUT
2,20,6,6,54,8,3,20,5,21,6,MEDIU,2,2,1,MEDIU
6,21,2,1,16,2,1,17,5,17,2,SCAZUT,1,1,1,SCAZUT
3,10,7,3,31,10,3,10,7,11,6,MEDIU,2,3,1,MEDIU
0,12,3,3,30,4,2,27,5,4,3,MEDIU,2,2,1,SCAZUT
4,22,0,0,6,0,0,10,5,11,2,SCAZUT,1,1,1,SCAZUT
5,10,3,1,11,4,2,28,0,33,4,SCAZUT,1,1,1,MEDIU
3,14,10,10,83,14,10,9,23,28,3,RIDICAT,5,4,3,RIDICAT
4,8,1,1,13,1,0,14,1,7,2,SCAZUT,1,1,1,SCAZUT
1,13,4,4,55,4,2,28,14,18,4,MEDIU,2,2,1,MEDIU
3,16,8,4,63,11,9,16,5,18,3,MEDIU,3,3,2,RIDICAT
0,9,3,2,28,4,3,10,0,28,1,SCAZUT,1,1,1,SCAZUT
5,10,2,0,23,2,1,19,2,30,6,SCAZUT,1,1,1,MEDIU
3,17,5,7,42,6,2,19,8,26,8,MEDIU,2,2,1,MEDIU
3,18,15,10,93,13,15,21,14,1,3,RIDICAT,5,4,3,MEDIU
6,18,1,3,16,1,1,13,0,9,3,SCAZUT,1,1,1,SCAZUT
1,11,6,6,39,6,2,20,9,10,5,MEDIU,2,2,1,SCAZUT
6,16,1,3,24,1,0,13,5,31,1,SCAZUT,1,1,1,SCAZUT
2,11,5,8,60,5,2,23,14,13,7,MEDIU,3,2,1,MEDIU
3,8,1,2,25,1,0,11,2,38,3,SCAZUT,1,1,1,SCAZUT
4,17,2,1,16,3,0,22,4,23,7,SCAZUT,1,1,1,SCAZUT
1,14,8,4,50,12,6,26,12,21,4,MEDIU,3,3,1,RIDICAT
1,18,8,7,45,9,6,8,8,20,2,MEDIU,3,2,1,MEDIU
3,12,9,11,96,12,10,16,19,4,8,RIDICAT,5,4,3,RIDICAT
3,14,10,9,68,10,9,18,19,22,8,RIDICAT,5,4,3,RIDICAT
4,12,5,6,50,7,2,28,14,12,2,MEDIU,2,2,1,MEDIU
2,9,2,1,30,2,2,8,3,19,5,SCAZUT,1,1,1,SCAZUT
1,12,3,3,56,3,3,12,6,28,7,MEDIU,2,2,1,MEDIU
4,13,5,3,47,5,4,22,12,18,3,MEDIU,2,2,1,MEDIU
4,12,3,3,33,3,2,18,10,24,1,MEDIU,2,2,1,SCAZUT
5,21,3,1,15,4,1,17,4,20,1,SCAZUT,1,1,1,SCAZUT
4,9,3,0,7,2,2,30,1,15,2,SCAZUT,1,1,1,SCAZUT
6,19,2,0,18,2,1,25,2,3,7,SCAZUT,1,1,1,SCAZUT
5,20,0,1,19,0,0,16,1,14,4,SCAZUT,1,1,1,SCAZUT
0,8,1,3,6,0,0,12,0,8,6,SCAZUT,1,1,1,SCAZUT
2,20,8,11,83,6,7,21,19,35,2,RIDICAT,5,3,2,MEDIU
0,14,4,4,61,4,1,19,5,32,3,MEDIU,2,2,1,MEDIU
3,14,7,3,48,9,5,13,9,12,5,MEDIU,2,2,1,SCAZUT
2,14,12,10,72,12,5,27,22,32,7,RIDICAT,5,4,2,RIDICAT
1,13,3,6,36,2,2,17,8,13,5,MEDIU,2,2,1,SCAZUT
2,22,1,2,11,0,0,13,4,21,4,SCAZUT,1,1,1,SCAZUT
3,20,6,6,40,7,5,29,12,15,2,MEDIU,2,2,1,MEDIU
4,11,0,0,5,0,0,20,2,36,3,SCAZUT,1,1,1,SCAZUT
0,9,1,1,18,1,0,21,5,1,5,SCAZUT,1,1,1,SCAZUT
6,9,2,1,13,3,2,14,3,7,1,SCAZUT,1,1,1,SCAZUT
3,13,3,3,45,4,2,25,12,17,5,MEDIU,2,2,1,SCAZUT
0,23,1,1,7,1,0,23,3,27,8,SCAZUT,1,1,1,MEDIU
3,13,7,3,34,10,6,14,9,17,1,MEDIU,2,3,1,MEDIU
5,16,1,3,30,1,0,26,0,27,8,SCAZUT,1,1,1,MEDIU
6,15,2,2,7,2,2,25,4,10,6,SCAZUT,1,1,1,SCAZUT
5,19,2,2,18,2,1,19,1,18,3,SCAZUT,1,1,1,SCAZUT
6,23,2,3,7,2,1,19,4,29,8,SCAZUT,1,1,1,MEDIU
6,13,2,1,24,2,2,13,2,36,3,SCAZUT,1,1,1,SCAZUT
6,14,3,6,37,3,2,26,13,0,5,MEDIU,2,2,1,SCAZUT
4,13,8,8,51,7,7,19,12,35,7,MEDIU,4,2,1,RIDICAT
4,20,2,3,27,2,1,12,0,12,1,SCAZUT,1,1,1,SCAZUT
6,11,4,3,49,5,2,14,8,34,2,MEDIU,2,2,1,MEDIU
6,14,0,0,14,0,0,29,0,4,2,SCAZUT,1,1,1,SCAZUT
2,22,3,2,26,2,2,18,3,24,6,SCAZUT,1,1,1,SCAZUT
1,17,7,7,60,9,6,9,14,31,6,MEDIU,2,2,1,MEDIU
2,8,3,3,29,4,2,26,4,39,6,SCAZUT,1,1,1,MEDIU
5,23,3,0,20,3,2,10,0,15,2,SCAZUT,1,1,1,SCAZUT
3,20,4,7,60,4,3,30,5,28,4,MEDIU,2,2,1,MEDIU
4,21,0,1,23,0,0,22,5,4,3,SCAZUT,1,1,1,SCAZUT
3,16,7,8,33,9,6,23,9,11,8,MEDIU,3,2,1,MEDIU
2,13,5,7,51,4,2,10,11,12,8,MEDIU,2,2,1,SCAZUT
3,15,3,1,29,2,1,18,3,37,8,SCAZUT,1,1,1,MEDIU
1,22,0,1,9,0,0,26,1,1,8,SCAZUT,1,1,1,SCAZUT
3,19,8,12,98,9,6,21,23,30,1,RIDICAT,5,3,2,MEDIU
2,21,9,7,70,14,8,23,16,25,4,RIDICAT,4,4,3,RIDICAT
1,11,4,3,41,4,4,19,8,35,5,MEDIU,2,2,1,MEDIU
3,10,7,6,37,5,3,17,13,8,7,MEDIU,2,2,1,MEDIU
0,19,0,0,21,0,0,17,5,8,6,SCAZUT,1,1,1,SCAZUT
1,23,1,3,20,0,0,25,3,40,2,SCAZUT,1,1,1,MEDIU
1,12,3,6,62,3,1,21,6,40,6,MEDIU,2,2,1,MEDIU
1,16,3,6,32,4,1,29,10,23,7,MEDIU,2,2,1,MEDIU
3,15,6,7,62,8,6,13,11,15,5,MEDIU,2,2,1,MEDIU
3,10,7,3,56,9,6,12,6,2,6,MEDIU,2,2,1,MEDIU
2,20,6,8,51,9,5,17,9,30,8,MEDIU,3,2,1,MEDIU
3,12,13,7,96,16,11,10,17,16,5,RIDICAT,4,4,3,RIDICAT
2,17,5,5,45,4,5,14,14,21,7,MEDIU,2,2,1,MEDIU
2,16,8,8,42,12,4,30,14,18,4,MEDIU,4,3,1,RIDICAT
5,19,1,3,23,0,0,17,4,40,4,SCAZUT,1,1,1,SCAZUT
1,18,8,6,53,9,7,26,8,29,6,MEDIU,3,2,1,RIDICAT
1,16,2,0,17,3,0,14,4,16,8,SCAZUT,1,1,1,SCAZUT
3,16,4,5,33,5,3,11,11,30,7,MEDIU,2,2,1,MEDIU
3,18,4,4,37,5,4,9,10,4,5,MEDIU,2,2,1,SCAZUT
0,16,0,3,11,0,0,8,0,7,6,SCAZUT,1,1,1,SCAZUT
4,16,3,1,12,4,2,16,1,35,6,SCAZUT,1,1,1,MEDIU
6,15,0,2,29,0,0,20,1,13,1,SCAZUT,1,1,1,SCAZUT
1,10,3,0,8,4,1,22,1,39,3,SCAZUT,1,1,1,SCAZUT
1,15,0,0,12,0,0,27,5,24,8,SCAZUT,1,1,1,MEDIU
1,15,0,3,27,0,0,20,3,39,7,SCAZUT,1,1,1,MEDIU
0,16,3,3,30,3,1,24,4,39,7,SCAZUT,1,1,1,MEDIU
6,22,2,1,27,2,1,20,0,10,7,SCAZUT,1,1,1,SCAZUT
1,14,5,6,47,7,5,20,8,38,8,MEDIU,2,2,1,MEDIU
0,15,3,0,17,3,2,23,4,27,8,SCAZUT,1,1,1,MEDIU
3,10,5,5,44,5,5,23,9,10,3,MEDIU,2,2,1,SCAZUT
1,14,6,5,33,5,6,10,8,39,1,MEDIU,2,2,1,MEDIU
2,10,6,4,48,9,3,13,7,14,7,MEDIU,2,2,1,MEDIU
2,13,4,3,33,5,4,13,14,18,8,MEDIU,2,2,1,MEDIU
3,13,3,4,34,4,1,13,6,34,2,MEDIU,2,2,1,SCAZUT
6,22,1,1,22,1,0,13,1,17,1,SCAZUT,1,1,1,SCAZUT
4,9,1,1,6,0,0,27,3,23,5,SCAZUT,1,1,1,SCAZUT
3,15,4,8,37,3,3,9,8,4,7,MEDIU,3,2,1,SCAZUT
